d3mIndex,Player,Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,Hall_of_Fame
253,TERRY_CROWLEY,15,865,1518,174,379,62,1,42,229,222,181.0,0.25,0.348,0.375,0.98,Designated_hitter,0
254,WALTON_CRUISE,10,736,2321,293,644,83,39,30,272,238,250.0,0.27699999999999997,0.348,0.386,0.9620000000000001,Outfield,0
255,JOSE_CRUZ,19,2353,7917,1036,2251,391,94,165,1077,898,1031.0,0.284,0.358,0.42,0.9740000000000001,Outfield,0
256,JULIO_CRUZ,10,1156,3859,557,916,113,27,23,279,478,508.0,0.237,0.324,0.299,0.983,Second_base,0
257,TONY_CUCCINELLO,15,1704,6184,730,1729,334,46,94,884,579,497.0,0.28,0.34299999999999997,0.39399999999999996,0.973,Second_base,0
258,ROY_CULLENBINE,10,1181,3879,627,1072,209,32,110,599,853,399.0,0.276,0.408,0.43200000000000005,0.9690000000000001,Outfield,0
260,GEORGE_CUTSHAW,12,1516,5621,629,1487,195,89,25,653,300,242.0,0.265,0.305,0.344,0.965,Second_base,0
261,KIKI_CUYLER,18,1879,7161,1295,2299,394,157,128,1065,676,752.0,0.321,0.386,0.474,0.972,Outfield,2
262,BILL_DAHLEN,21,2443,9031,1589,2457,413,163,84,1233,1064,269.0,0.272,0.35700000000000004,0.382,0.927,Shortstop,0
263,BABE_DAHLGREN,12,1137,4045,470,1056,174,37,82,569,390,401.0,0.261,0.32899999999999996,0.38299999999999995,0.99,First_base,0
265,ABNER_DALRYMPLE,12,951,4172,813,1202,217,81,43,407,204,359.0,0.28800000000000003,0.32299999999999995,0.41,0.863,Outfield,0
267,TOM_DALY,16,1564,5684,1024,1582,262,103,49,811,687,401.0,0.278,0.36200000000000004,0.387,0.9309999999999999,Second_base,0
268,HARRY_DANNING,10,890,2971,363,847,162,26,57,397,187,217.0,0.285,0.33,0.415,0.985,Catcher,0
269,ALVIN_DARK,14,1828,7219,1064,2089,358,72,126,757,430,534.0,0.289,0.33399999999999996,0.41100000000000003,0.96,Shortstop,0
270,JAKE_DAUBERT,15,2014,7673,1117,2326,250,165,56,722,623,489.0,0.303,0.36,0.401,0.991,First_base,0
271,RICH_DAUER,10,1140,3829,448,984,193,3,43,372,297,219.0,0.257,0.313,0.34299999999999997,0.987,Second_base,0
272,VIC_DAVALILLO,16,1458,4017,509,1122,160,37,36,329,212,422.0,0.27899999999999997,0.317,0.364,0.986,Outfield,0
273,JIM_DAVENPORT,13,1501,4427,552,1142,177,37,77,456,382,673.0,0.258,0.32,0.36700000000000005,0.9640000000000001,Third_base,0
274,GEORGE_DAVIS,20,2368,9031,1539,2660,451,163,73,1437,870,180.0,0.295,0.361,0.405,0.94,Shortstop,2
275,HARRY_DAVIS,22,1755,6653,1001,1841,363,145,75,951,525,45.0,0.27699999999999997,0.335,0.409,0.98,First_base,0
277,JODY_DAVIS,10,1082,3585,364,877,164,11,127,490,333,712.0,0.245,0.31,0.40299999999999997,0.987,Catcher,0
278,MIKE_DAVIS,10,963,2999,419,778,161,16,91,371,236,537.0,0.259,0.316,0.415,0.968,Outfield,0
279,SPUD_DAVIS,16,1458,4255,388,1312,244,22,77,647,386,326.0,0.308,0.369,0.43,0.9840000000000001,Catcher,0
280,WILLIE_DAVIS,18,2429,9174,1217,2561,395,138,182,1053,418,977.0,0.27899999999999997,0.314,0.41200000000000003,0.978,Outfield,0
282,HANK_DeBERRY,11,648,1850,170,494,81,16,11,234,148,119.0,0.267,0.32299999999999995,0.34600000000000003,0.982,Catcher,0
283,DOUG_DeCINCES,15,1649,5809,778,1505,312,29,237,879,618,904.0,0.259,0.33299999999999996,0.445,0.958,Third_base,0
284,IVAN_DeJESUS,15,1371,4602,595,1167,175,48,21,324,466,664.0,0.254,0.324,0.326,0.963,Shortstop,0
285,ED_DELAHANTY,16,1835,7505,1599,2597,522,185,101,1464,741,244.0,0.34600000000000003,0.41200000000000003,0.505,0.951,Outfield,2
286,JIM_DELAHANTY,13,1186,4091,520,1159,191,59,19,489,378,24.0,0.28300000000000003,0.35600000000000004,0.373,0.946,Second_base,0
287,JIM_DELSING,10,822,2461,322,627,112,21,40,286,299,251.0,0.255,0.34,0.366,0.9890000000000001,Outfield,0
290,DON_DEMETER,11,1109,3443,467,912,147,17,163,563,180,658.0,0.265,0.309,0.45899999999999996,0.99,Outfield,0
291,GENE_DeMONTREVILLE,11,922,3615,537,1096,130,35,17,497,174,35.0,0.303,0.34,0.373,0.948,Second_base,0
292,RICK_DEMPSEY,24,1766,4692,525,1093,223,12,96,471,592,736.0,0.233,0.321,0.34700000000000003,0.988,Catcher,0
293,JERRY_DENNY,13,1237,4946,714,1286,238,76,74,667,173,602.0,0.26,0.287,0.384,0.882,Third_base,0
294,BUCKY_DENT,12,1392,4512,451,1114,169,23,40,423,328,349.0,0.247,0.3,0.321,0.976,Shortstop,0
295,BOB_DERNIER,10,904,2483,374,634,92,16,23,152,222,301.0,0.255,0.318,0.33299999999999996,0.982,Outfield,0
296,GENE_DESAUTELS,13,712,2012,211,469,73,11,3,187,232,168.0,0.233,0.315,0.285,0.9890000000000001,Catcher,0
297,ART_DEVLIN,10,1313,4412,603,1185,164,57,10,505,576,105.0,0.26899999999999996,0.363,0.33799999999999997,0.938,Third_base,0
299,BILL_DICKEY,17,1789,6300,930,1969,343,72,202,1209,678,289.0,0.313,0.382,0.486,0.988,Catcher,1
300,MIGUEL_DILONE,12,800,2000,314,530,67,25,6,129,142,197.0,0.265,0.316,0.33299999999999996,0.975,Outfield,0
301,DOM_DiMAGGIO,11,1399,5640,1046,1680,308,57,87,618,750,571.0,0.298,0.38299999999999995,0.419,0.978,Outfield,0
302,JOE_DiMAGGIO,13,1736,6821,1390,2214,389,131,361,1537,790,369.0,0.325,0.39799999999999996,0.579,0.978,Outfield,1
303,VINCE_DiMAGGIO,10,1110,3849,491,959,209,24,125,584,412,837.0,0.249,0.324,0.413,0.981,Outfield,0
305,BOBBY_DOERR,14,1865,7093,1094,2042,381,89,223,1247,809,608.0,0.28800000000000003,0.36200000000000004,0.461,0.98,Second_base,2
306,COZY_DOLAN,10,835,3187,429,858,99,37,10,316,229,13.0,0.26899999999999996,0.322,0.33299999999999996,0.9309999999999999,Outfield,0
307,MIKE_DONLIN,12,1049,3854,669,1282,176,97,51,543,312,39.0,0.33299999999999996,0.385,0.46799999999999997,0.924,Outfield,0
308,JIM_DONNELLY,11,660,2411,324,552,57,28,2,234,170,144.0,0.22899999999999998,0.284,0.278,0.862,Third_base,0
310,RED_DOOIN,15,1290,4004,333,961,139,31,10,344,155,87.0,0.24,0.271,0.298,0.9570000000000001,Catcher,0
311,MICKEY_DOOLAN,13,1728,5977,513,1376,244,81,15,554,370,376.0,0.23,0.27899999999999997,0.306,0.94,Shortstop,0
312,MIKE_DORGAN,10,715,2924,443,802,112,34,4,328,118,179.0,0.27399999999999997,0.303,0.34,0.867,Outfield,0
313,PATSY_DOUGHERTY,10,1233,4558,678,1294,138,78,17,413,378,,0.284,0.34600000000000003,0.36,0.935,Outfield,0
314,TAYLOR_DOUTHIT,11,1074,4127,665,1201,220,38,29,396,443,312.0,0.29100000000000004,0.364,0.384,0.972,Outfield,0
315,TOMMY_DOWD,10,1320,5511,903,1492,163,88,24,501,369,200.0,0.271,0.319,0.345,0.9329999999999999,Outfield,0
317,JACK_DOYLE,17,1564,6039,971,1806,315,64,26,924,437,132.0,0.299,0.35100000000000003,0.385,0.975,First_base,0
318,LARRY_DOYLE,14,1766,6509,960,1887,299,123,74,793,625,274.0,0.29,0.35700000000000004,0.408,0.9490000000000001,Second_base,0
320,WALT_DROPO,13,1288,4124,478,1113,168,22,152,704,328,582.0,0.27,0.327,0.43200000000000005,0.992,First_base,0
321,FRANK_DUFFY,10,915,2665,248,619,104,14,26,240,171,342.0,0.23199999999999998,0.281,0.311,0.977,Shortstop,0
323,JOE_DUGAN,14,1447,5410,665,1516,277,46,42,571,250,418.0,0.28,0.317,0.37200000000000005,0.9570000000000001,Third_base,0
324,DAVE_DUNCAN,11,929,2885,274,617,79,4,109,341,252,677.0,0.214,0.28,0.35700000000000004,0.9840000000000001,Catcher,0
325,FRED_DUNLAP,12,965,3974,759,1159,224,53,41,366,283,263.0,0.292,0.34,0.406,0.924,Second_base,0
326,LEON_DURHAM,10,1067,3587,522,992,192,40,147,530,444,679.0,0.27699999999999997,0.358,0.475,0.9940000000000001,First_base,0
327,LEO_DUROCHER,17,1637,5350,575,1320,210,56,24,567,377,480.0,0.247,0.299,0.32,0.961,Shortstop,0
328,JIM_DWYER,18,1328,2761,409,719,115,17,77,349,402,402.0,0.26,0.35700000000000004,0.39799999999999996,0.9790000000000001,Outfield,0
330,JIMMY_DYKES,22,2282,8046,1108,2256,453,90,108,1071,958,849.0,0.28,0.365,0.39899999999999997,0.9520000000000001,Third_base,0
331,MIKE_EASLER,14,1151,3677,465,1078,189,25,118,522,321,696.0,0.293,0.353,0.45399999999999996,0.9740000000000001,Outfield,0
332,BRUCE_EDWARDS,10,591,1675,191,429,67,20,39,241,190,179.0,0.256,0.335,0.39,0.982,Catcher,0
333,HANK_EDWARDS,11,735,2191,285,613,116,41,51,276,208,264.0,0.28,0.34299999999999997,0.44,0.981,Outfield,0
335,TOM_EGAN,10,373,979,74,196,25,3,22,91,80,336.0,0.2,0.267,0.299,0.987,Catcher,0
337,BOB_ELLIOTT,15,1978,7141,1064,2061,382,94,170,1195,967,604.0,0.289,0.375,0.44,0.9470000000000001,Third_base,0
338,JOHN_ELLIS,13,883,2672,259,699,116,13,69,391,190,403.0,0.262,0.315,0.392,0.9890000000000001,First_base,0
339,BONES_ELY,14,1341,5159,655,1331,149,68,24,586,257,108.0,0.258,0.295,0.327,0.9229999999999999,Shortstop,0
340,WOODY_ENGLISH,12,1261,4746,801,1356,236,52,32,422,571,536.0,0.28600000000000003,0.366,0.37799999999999995,0.9570000000000001,Shortstop,0
341,DEL_ENNIS,14,1903,7254,985,2063,358,69,288,1284,597,719.0,0.284,0.341,0.47200000000000003,0.9690000000000001,Outfield,0
342,SAMMY_ESPOSITO,10,560,792,130,164,27,2,8,73,145,127.0,0.207,0.33299999999999996,0.27699999999999997,0.9570000000000001,Third_base,0
343,JIM_ESSIAN,12,710,1855,194,453,85,3,33,207,231,171.0,0.244,0.33,0.34700000000000003,0.9840000000000001,Catcher,0
345,ANDY_ETCHEBARREN,15,948,2618,245,615,101,17,49,309,246,529.0,0.235,0.308,0.34299999999999997,0.987,Catcher,0
346,AL_EVANS,12,704,2053,188,514,70,23,13,211,243,206.0,0.25,0.332,0.326,0.9790000000000001,Catcher,0
347,DARRELL_EVANS,21,2687,8973,1344,2223,329,36,414,1354,1605,1410.0,0.248,0.364,0.431,0.946,Third_base,0
348,DWIGHT_EVANS,20,2606,8996,1470,2446,483,73,385,1384,1391,1697.0,0.272,0.373,0.47,0.987,Outfield,0
349,JOE_EVANS,11,733,2043,306,529,71,31,3,210,212,152.0,0.259,0.32899999999999996,0.32799999999999996,0.971,Outfield,0
351,HOOT_EVERS,12,1142,3801,556,1055,187,41,98,565,415,420.0,0.278,0.353,0.426,0.983,Outfield,0
352,BUCK_EWING,18,1315,5363,1129,1625,250,178,71,883,392,294.0,0.303,0.35100000000000003,0.456,0.9309999999999999,Catcher,2
353,BILL_FAHEY,11,383,934,75,225,26,2,7,83,74,93.0,0.24100000000000002,0.298,0.29600000000000004,0.9890000000000001,Catcher,0
354,RON_FAIRLY,21,2442,7184,931,1913,307,33,215,1044,1052,877.0,0.266,0.363,0.408,0.991,First_base,0
355,BIBB_FALK,12,1353,4652,655,1463,300,59,69,784,412,279.0,0.314,0.37200000000000005,0.449,0.9670000000000001,Outfield,0
356,DUKE_FARRELL,18,1563,5679,826,1563,211,123,51,912,477,246.0,0.275,0.337,0.38299999999999995,0.938,Catcher,0
357,JACK_FARRELL,11,884,3613,584,877,148,55,23,370,197,205.0,0.243,0.28300000000000003,0.33299999999999996,0.899,Second_base,0
359,RICK_FERRELL,18,1884,6028,687,1692,324,45,28,734,931,277.0,0.281,0.37799999999999995,0.363,0.9840000000000001,Catcher,2
360,CHICK_FEWSTER,11,644,1963,282,506,91,12,6,167,240,264.0,0.258,0.34600000000000003,0.326,0.945,Second_base,0
362,MIKE_FISCHLIN,10,517,941,109,207,29,6,3,68,92,142.0,0.22,0.293,0.273,0.9590000000000001,Shortstop,0
363,ED_FITZGERALD,12,807,2086,199,542,82,10,19,217,185,235.0,0.26,0.324,0.336,0.975,Catcher,0
364,MIKE_FITZGERALD,10,848,2316,220,545,95,9,48,293,292,432.0,0.235,0.32299999999999995,0.34600000000000003,0.99,Catcher,0
365,MAX_FLACK,12,1411,5252,783,1461,212,72,35,391,474,253.0,0.278,0.342,0.366,0.972,Outfield,0
366,IRA_FLAGSTEAD,13,1218,4139,644,1202,262,50,40,450,467,288.0,0.29,0.37,0.40700000000000003,0.9740000000000001,Outfield,0
367,TIM_FLANNERY,11,972,2473,255,631,77,25,9,209,277,293.0,0.255,0.33799999999999997,0.317,0.982,Second_base,0
368,ART_FLETCHER,13,1533,5541,684,1534,238,77,32,675,203,348.0,0.27699999999999997,0.319,0.365,0.9390000000000001,Shortstop,0
369,ELBIE_FLETCHER,12,1415,4879,723,1323,228,58,79,616,851,495.0,0.271,0.384,0.39,0.993,First_base,0
370,ELMER_FLICK,13,1483,5597,948,1752,268,164,48,756,597,,0.313,0.389,0.445,0.9470000000000001,Outfield,2
371,SILVER_FLINT,12,743,2852,376,682,129,34,21,294,53,461.0,0.239,0.253,0.33,0.9129999999999999,Catcher,0
372,CURT_FLOOD,15,1759,6357,851,1861,271,44,85,636,444,609.0,0.293,0.344,0.389,0.987,Outfield,0
373,JAKE_FLOWERS,10,583,1693,229,433,75,18,16,201,190,139.0,0.256,0.33299999999999996,0.35,0.9670000000000001,Second_base,0
374,DOUG_FLYNN,11,1308,3853,288,918,115,39,7,284,151,320.0,0.23800000000000002,0.267,0.294,0.986,Second_base,0
376,TIM_FOLI,16,1696,6047,576,1515,241,20,25,501,265,399.0,0.251,0.28600000000000003,0.309,0.973,Shortstop,0
377,LEW_FONSECA,12,937,3404,518,1075,203,50,31,485,186,199.0,0.316,0.355,0.43200000000000005,0.9940000000000001,First_base,0
378,BARRY_FOOTE,10,687,2127,191,489,103,10,57,230,136,287.0,0.23,0.27899999999999997,0.368,0.985,Catcher,0
379,DAVY_FORCE,10,768,2950,323,623,80,15,1,209,131,261.0,0.21100000000000002,0.245,0.249,0.9079999999999999,Shortstop,0
380,DAN_FORD,11,1153,4163,598,1123,214,38,121,566,303,722.0,0.27,0.326,0.42700000000000005,0.9740000000000001,Outfield,0
381,HOD_FORD,15,1446,4833,484,1269,200,55,16,494,351,354.0,0.263,0.316,0.337,0.96,Shortstop,0
383,EDDIE_FOSTER,13,1500,5652,732,1490,191,71,6,451,528,255.0,0.264,0.32899999999999996,0.326,0.93,Third_base,0
384,GEORGE_FOSTER,18,1977,7023,986,1925,307,47,348,1239,666,1419.0,0.27399999999999997,0.341,0.48,0.9840000000000001,Outfield,0
385,BOB_FOTHERGILL,12,1106,3269,453,1064,225,52,36,582,202,177.0,0.325,0.368,0.45899999999999996,0.961,Outfield,0
386,JACK_FOURNIER,15,1530,5208,822,1631,252,113,136,859,587,408.0,0.313,0.392,0.483,0.9840000000000001,First_base,0
387,DAVE_FOUTZ,13,1135,4533,784,1253,186,91,31,548,300,136.0,0.276,0.32299999999999995,0.37799999999999995,0.977,First_base,0
389,NELLIE_FOX,19,2367,9232,1279,2663,355,112,35,790,719,216.0,0.28800000000000003,0.349,0.363,0.9840000000000001,Second_base,2
390,JIMMIE_FOXX,20,2317,8134,1751,2646,458,125,534,1922,1452,1311.0,0.325,0.428,0.609,0.992,First_base,1
391,TITO_FRANCONA,15,1719,5121,650,1395,224,34,125,656,544,694.0,0.272,0.34600000000000003,0.40299999999999997,0.9840000000000001,Outfield,0
393,BILL_FREEHAN,15,1774,6073,706,1591,241,35,200,758,626,753.0,0.262,0.342,0.41200000000000003,0.993,Catcher,0
394,BUCK_FREEMAN,11,1126,4208,588,1235,199,131,82,713,272,2.0,0.293,0.34600000000000003,0.462,0.95,Outfield,0
395,GENE_FREESE,12,1115,3446,429,877,161,28,115,432,243,535.0,0.254,0.307,0.418,0.934,Third_base,0
396,JIM_FREGOSI,18,1902,6523,844,1726,264,78,151,706,715,1097.0,0.265,0.34,0.39799999999999996,0.963,Shortstop,0
397,LONNY_FREY,14,1535,5517,848,1482,263,69,61,549,752,525.0,0.26899999999999996,0.359,0.374,0.973,Second_base,0
398,BERNIE_FRIBERG,14,1299,4169,544,1170,181,44,38,471,471,498.0,0.281,0.35600000000000004,0.373,0.953,Third_base,0
399,FRANKIE_FRISCH,19,2311,9112,1532,2880,466,138,105,1244,728,272.0,0.316,0.369,0.43200000000000005,0.9740000000000001,Second_base,1
400,TITO_FUENTES,13,1499,5566,610,1491,211,46,45,438,298,561.0,0.268,0.309,0.34700000000000003,0.9740000000000001,Second_base,0
401,CARL_FURILLO,15,1806,6378,895,1910,324,56,192,1058,514,436.0,0.299,0.35600000000000004,0.45799999999999996,0.9790000000000001,Outfield,0
402,PHIL_GAGLIANO,12,702,1411,150,336,50,7,14,159,163,184.0,0.23800000000000002,0.319,0.313,0.9690000000000001,Second_base,0
403,DEL_GAINER,10,548,1608,218,438,75,36,14,185,149,156.0,0.272,0.342,0.39,0.985,First_base,0
404,AUGIE_GALAN,16,1742,5937,1004,1706,336,74,100,830,979,393.0,0.287,0.39,0.419,0.981,Outfield,0
405,CHICK_GALLOWAY,10,1076,3583,391,946,136,46,17,407,274,224.0,0.264,0.317,0.342,0.943,Shortstop,0
406,OSCAR_GAMBLE,17,1584,4502,656,1195,188,31,200,666,610,546.0,0.265,0.358,0.45399999999999996,0.977,Outfield,0
407,JIM_GANTNER,17,1801,6189,726,1696,262,38,47,568,383,501.0,0.27399999999999997,0.322,0.35100000000000003,0.985,Second_base,0
408,CHARLIE_GANZEL,14,786,2984,421,774,91,45,10,412,161,121.0,0.259,0.301,0.33,0.934,Catcher,0
409,KIKO_GARCIA,10,619,1470,162,351,56,16,12,112,95,285.0,0.239,0.287,0.32299999999999995,0.961,Shortstop,0
410,DAMASO_GARCIA,11,1032,3914,490,1108,183,27,36,323,130,322.0,0.28300000000000003,0.311,0.371,0.98,Second_base,0
411,BILLY_GARDNER,10,1034,3544,356,841,159,18,41,271,246,439.0,0.237,0.293,0.327,0.978,Second_base,0
412,LARRY_GARDNER,17,1923,6688,866,1931,301,129,27,934,654,282.0,0.289,0.355,0.384,0.948,Third_base,0
413,DEBS_GARMS,12,1010,3111,438,910,141,39,17,328,288,161.0,0.293,0.355,0.379,0.966,Outfield,0
414,PHIL_GARNER,16,1860,6136,780,1594,299,82,109,738,564,842.0,0.26,0.326,0.389,0.9740000000000001,Second_base,0
415,RALPH_GARR,13,1317,5108,717,1562,212,64,75,408,246,445.0,0.306,0.34,0.41600000000000004,0.968,Outfield,0
416,WAYNE_GARRETT,10,1092,3285,438,786,107,22,61,340,561,529.0,0.239,0.35200000000000004,0.341,0.956,Third_base,0
417,STEVE_GARVEY,19,2332,8835,1143,2599,440,43,272,1308,479,1003.0,0.294,0.33299999999999996,0.446,0.996,First_base,0
418,CITO_GASTON,11,1026,3120,314,799,106,30,91,387,185,693.0,0.256,0.3,0.397,0.97,Outfield,0
419,RICH_GEDMAN,13,1033,3159,331,795,176,12,88,382,236,509.0,0.252,0.307,0.39899999999999997,0.9840000000000001,Catcher,0
420,LOU_GEHRIG,17,2164,8001,1888,2721,534,163,493,1995,1508,790.0,0.34,0.447,0.632,0.991,First_base,1
421,CHARLIE_GEHRINGER,19,2323,8860,1774,2839,574,146,184,1427,1186,372.0,0.32,0.40399999999999997,0.48,0.976,Second_base,1
422,GARY_GEIGER,12,954,2569,388,633,91,29,77,283,341,466.0,0.24600000000000002,0.33899999999999997,0.39399999999999996,0.986,Outfield,0
423,WALLY_GERBER,15,1522,5099,558,1309,172,46,7,476,465,357.0,0.257,0.32299999999999995,0.313,0.943,Shortstop,0
424,JOE_GERHARDT,12,986,3770,448,854,112,51,7,229,162,187.0,0.22699999999999998,0.261,0.289,0.9129999999999999,Second_base,0
425,DICK_GERNERT,11,835,2493,357,632,104,8,103,402,363,462.0,0.254,0.35200000000000004,0.426,0.99,First_base,0
426,CESAR_GERONIMO,15,1522,3780,460,977,161,50,51,392,354,746.0,0.258,0.327,0.368,0.988,Outfield,0
427,PATSY_GHARRITY,10,676,1961,237,513,92,26,20,249,188,231.0,0.262,0.331,0.366,0.9740000000000001,Catcher,0
430,JIM_GILLIAM,14,1956,7119,1163,1889,304,71,65,558,1036,416.0,0.265,0.361,0.355,0.9790000000000001,Second_base,0
431,BARNEY_GILLIGAN,10,521,1865,215,386,68,23,3,167,147,235.0,0.207,0.265,0.273,0.912,Catcher,0
432,JOE_GINSBERG,13,695,1716,168,414,59,8,20,182,226,135.0,0.24100000000000002,0.33399999999999996,0.32,0.983,Catcher,0
433,JACK_GLASSCOCK,17,1736,7030,1163,2040,313,98,27,825,439,212.0,0.29,0.337,0.374,0.91,Shortstop,0
436,MIKE_GONZALEZ,17,1042,2829,283,717,123,19,13,263,231,198.0,0.253,0.314,0.324,0.98,Catcher,0
438,WILBUR_GOOD,11,749,2364,324,609,84,44,9,187,190,243.0,0.258,0.322,0.342,0.9420000000000001,Outfield,0
439,IVAL_GOODMAN,10,1107,3928,609,1104,188,85,95,525,382,380.0,0.281,0.35200000000000004,0.445,0.975,Outfield,0
440,BILLY_GOODMAN,16,1623,5644,807,1691,299,44,19,591,669,329.0,0.3,0.377,0.37799999999999995,0.972,Second_base,0
443,GEORGE_GORE,14,1310,5357,1327,1612,262,94,46,618,717,332.0,0.301,0.386,0.41100000000000003,0.8759999999999999,Outfield,0
444,JIM_GOSGER,10,705,1815,197,411,67,16,30,177,217,316.0,0.226,0.311,0.331,0.985,Outfield,0
446,JULIO_GOTAY,10,389,988,106,257,38,3,6,70,61,127.0,0.26,0.309,0.32299999999999995,0.9440000000000001,Shortstop,0
447,HANK_GOWDY,17,1050,2735,270,738,124,27,21,322,311,247.0,0.27,0.35100000000000003,0.358,0.975,Catcher,0
449,ALEX_GRAMMAS,10,913,2073,236,512,90,10,12,163,206,192.0,0.247,0.32,0.317,0.968,Shortstop,0
450,JACK_GRANEY,14,1402,4705,706,1178,219,79,18,420,712,345.0,0.25,0.354,0.342,0.953,Outfield,0
455,HANK_GREENBERG,13,1394,5193,1051,1628,379,71,331,1276,852,844.0,0.313,0.41200000000000003,0.605,0.991,First_base,1
456,BOBBY_GRICH,17,2008,6890,1033,1833,320,47,224,864,1087,1278.0,0.266,0.373,0.424,0.9840000000000001,Second_base,0
457,KEN_GRIFFEY,19,2097,7229,1129,2143,364,77,152,859,719,898.0,0.29600000000000004,0.361,0.431,0.981,Outfield,0
459,TOMMY_GRIFFITH,13,1401,4947,589,1383,208,72,52,619,351,262.0,0.28,0.32799999999999996,0.382,0.956,Outfield,0
460,JOHN_GRIM,11,706,2638,350,705,119,37,16,296,85,77.0,0.267,0.302,0.359,0.943,Catcher,0
461,CHARLIE_GRIMM,20,2166,7917,908,2299,394,108,79,1078,578,410.0,0.29,0.341,0.397,0.993,First_base,0
462,DICK_GROAT,14,1929,7484,829,2138,352,67,39,707,490,512.0,0.28600000000000003,0.332,0.366,0.961,Shortstop,0
463,HEINIE_GROH,16,1676,6074,918,1774,308,87,26,566,696,345.0,0.292,0.373,0.384,0.9670000000000001,Third_base,0
464,GREG_GROSS,17,1809,3745,449,1073,130,46,7,308,523,250.0,0.287,0.375,0.35100000000000003,0.982,Outfield,0
465,WAYNE_GROSS,11,1106,3125,373,727,126,9,121,396,482,496.0,0.233,0.33899999999999997,0.395,0.941,Third_base,0
466,JERRY_GROTE,16,1421,4339,352,1092,160,22,39,404,399,600.0,0.252,0.318,0.326,0.991,Catcher,0
467,JOHNNY_GROTH,15,1248,3808,480,1064,197,31,60,486,419,329.0,0.27899999999999997,0.353,0.395,0.987,Outfield,0
468,JOHNNY_GRUBB,16,1424,4154,553,1153,207,29,99,475,566,558.0,0.278,0.369,0.413,0.981,Outfield,0
469,PEDRO_GUERRERO,15,1536,5392,730,1618,267,29,215,898,609,862.0,0.3,0.374,0.48,0.988,First_base,0
472,MULE_HAAS,12,1168,4303,706,1257,254,45,43,496,433,299.0,0.292,0.359,0.402,0.9840000000000001,Outfield,0
474,CHICK_HAFEY,13,1283,4625,777,1466,341,67,164,833,372,477.0,0.317,0.37200000000000005,0.526,0.971,Outfield,2
475,JERRY_HAIRSTON,14,859,1699,216,438,91,6,30,205,282,240.0,0.258,0.366,0.371,0.963,Outfield,0
476,ODELL_HALE,10,1062,3701,551,1071,240,51,73,573,353,315.0,0.289,0.35200000000000004,0.441,0.9590000000000001,Second_base,0
477,SAMMY_HALE,10,883,2915,422,880,157,54,30,392,130,218.0,0.302,0.336,0.424,0.9390000000000001,Third_base,0
478,TOM_HALLER,12,1294,3935,461,1011,153,31,134,504,477,593.0,0.257,0.342,0.414,0.992,Catcher,0
479,BILL_HALLMAN,14,1503,6012,937,1634,234,81,21,769,425,283.0,0.272,0.325,0.348,0.94,Second_base,0
480,BILLY_HAMILTON,14,1591,6268,1690,2158,242,94,40,736,1187,218.0,0.344,0.455,0.43200000000000005,0.9259999999999999,Outfield,2
481,GRANNY_HAMNER,17,1531,5839,711,1529,272,62,104,708,351,432.0,0.262,0.304,0.38299999999999995,0.946,Shortstop,0
482,LEE_HANDLEY,10,968,3356,418,902,122,45,15,297,267,204.0,0.26899999999999996,0.32299999999999995,0.345,0.9490000000000001,Third_base,0
483,LARRY_HANEY,12,480,919,68,198,30,1,12,73,44,175.0,0.215,0.254,0.289,0.985,Catcher,0
484,FRANK_HANKINSON,10,849,3272,410,747,122,39,13,166,170,211.0,0.228,0.267,0.301,0.875,Third_base,0
485,NED_HANLON,13,1267,5074,930,1317,159,79,30,517,471,357.0,0.26,0.325,0.34,0.8909999999999999,Outfield,0
486,RON_HANSEN,15,1384,4311,446,1007,156,17,106,501,551,643.0,0.23399999999999999,0.32299999999999995,0.35100000000000003,0.968,Shortstop,0
487,BUBBLES_HARGRAVE,12,852,2533,314,786,155,58,29,376,217,165.0,0.31,0.37200000000000005,0.452,0.983,Catcher,0
488,PINKY_HARGRAVE,10,650,1601,177,445,91,16,39,265,140,165.0,0.278,0.33899999999999997,0.428,0.976,Catcher,0
489,MIKE_HARGROVE,12,1666,5564,783,1614,266,28,80,686,965,550.0,0.29,0.4,0.391,0.991,First_base,0
490,TERRY_HARMON,10,547,1125,164,262,31,12,4,72,117,175.0,0.233,0.312,0.292,0.9890000000000001,Second_base,0
491,GEORGE_HARPER,11,1073,3398,505,1030,158,43,91,528,389,208.0,0.303,0.38,0.455,0.9570000000000001,Outfield,0
492,TOMMY_HARPER,15,1810,6269,972,1609,256,36,146,567,753,1080.0,0.257,0.34,0.379,0.986,Outfield,0
493,TOBY_HARRAH,17,2155,7402,1115,1954,307,40,195,918,1153,868.0,0.264,0.368,0.395,0.963,Third_base,0
494,BUD_HARRELSON,16,1533,4744,539,1120,136,45,7,267,633,653.0,0.23600000000000002,0.32899999999999996,0.28800000000000003,0.9690000000000001,Shortstop,0
496,BUCKY_HARRIS,12,1263,4736,722,1297,224,64,9,506,472,310.0,0.27399999999999997,0.35200000000000004,0.354,0.965,Second_base,0
497,JIM-RAY_HART,12,1125,3783,518,1052,148,29,170,578,380,573.0,0.278,0.348,0.467,0.929,Third_base,0
